name,email,license_number,total_trips,total_earnings,safety_score,on_time_delivery_rate,experience_years,rest_compliance_rate,avg_speed_profile,harsh_braking_events,harsh_acceleration_events,fuel_efficiency_score,route_adherence,customer_satisfaction,training_level,certifications,preferred_routes,fatigue_score,id
Uwase Odette,drivere9893018@example.com,DL00464,172,24164.40,0.8536164296334068,0.7234814741071818,9.242948922210594,0.9814396264404233,"{""highway"": 55.05597805826495, ""city"": 20.98984867134187, ""residential"": 22.4309094699227}",19,2,0.9798215960737324,0.9234659627215274,4.033928479372985,2,"['Basic', 'Advanced']","[""R396"", ""R411"", ""R015""]",0.15669023965588194,464
Iyamuremye Anitha,driver058fd6a2@example.com,DL00465,155,14910.73,0.6157292340443636,0.9638098670149418,17.704176746591436,0.7799948071665698,"{""highway"": 63.306100422760785, ""city"": 26.570387494545642, ""residential"": 17.256848735363977}",30,30,0.8781758404769624,0.7747024340875885,4.650760590555661,2,['Basic'],"[""R008"", ""R161"", ""R006""]",0.4080300944821158,465
Mukamana Alice,driver188ebf80@example.com,DL00466,118,10619.86,0.822998857096395,0.7932638163632745,0.6582160324042545,0.8279620837281123,"{""highway"": 74.50956521851175, ""city"": 21.078119370290988, ""residential"": 17.285778355908384}",34,32,0.7940387537746669,0.8865775772225238,4.696291605294418,2,['Basic'],"[""R198"", ""R033"", ""R073""]",0.1693823872326094,466
Rwigema Anitha,drivercfe6a9f9@example.com,DL00467,189,3558.82,0.993095914221281,0.9536295240805622,16.465424972145613,0.8804973910410338,"{""highway"": 63.50301604990789, ""city"": 24.5794889721749, ""residential"": 16.304527607979004}",34,11,0.9239992902951648,0.819953523058815,3.81096725788551,2,['Basic'],"[""R233"", ""R265"", ""R403""]",0.42535480813218374,467
Iyamuremye John,driver71291e63@example.com,DL00468,47,35855.47,0.5370299105724767,0.7497407976006779,6.226730211084822,0.9358087452957414,"{""highway"": 62.41647168917985, ""city"": 20.210438366019787, ""residential"": 20.64032294351103}",0,22,0.6194745653876789,0.9296753436864368,3.1093582720567987,4,['Basic'],"[""R323"", ""R040"", ""R113""]",0.3005893070220367,468
Uwase Anitha,driver14f2ea63@example.com,DL00469,118,49497.71,0.9498926783722113,0.8463007487209822,11.438725218438284,0.7191698948164466,"{""highway"": 56.22078782203515, ""city"": 28.79030645122174, ""residential"": 15.18678660621956}",28,30,0.681753483909618,0.8377914505661594,3.8772275536870637,2,['Basic'],"[""R348"", ""R326"", ""R495""]",0.19055536907772558,469
Iyamuremye Thierry,driverf117765a@example.com,DL00470,65,41315.35,0.8921536582317862,0.8944914142027041,12.546659821826509,0.876039638518227,"{""highway"": 56.584034408827286, ""city"": 29.564237051489552, ""residential"": 15.359648529054846}",35,36,0.8044761237192263,0.7051971012906695,4.24611842812492,1,['Basic'],"[""R397"", ""R281"", ""R074""]",0.36018798549519226,470
Munyaneza Claude,driver076f0228@example.com,DL00471,185,12569.46,0.5372200972874492,0.7618684652227624,19.131900224509664,0.8317736867843945,"{""highway"": 70.56010907787018, ""city"": 20.94661046566642, ""residential"": 24.681046275585683}",1,7,0.8900898214135446,0.8632764746178268,3.713791472265124,1,['Basic'],"[""R003"", ""R083"", ""R455""]",0.20157898643349667,471
Rwigema Eric,driverf6baf02a@example.com,DL00472,185,7945.19,0.7318674802371055,0.9794253537122519,15.851911125468003,0.9768272545432606,"{""highway"": 71.30167320327686, ""city"": 28.44253850015368, ""residential"": 16.377878339685623}",50,12,0.6858064361345252,0.852556766386579,4.650867606810046,4,['Basic'],"[""R499"", ""R223"", ""R155""]",0.1803509168462848,472
Iyamuremye Claude,driver55cc84b7@example.com,DL00473,98,34053.59,0.874149703173992,0.9879866705793968,2.4832071880470354,0.8775646647889488,"{""highway"": 59.352557466540716, ""city"": 24.777969356229697, ""residential"": 18.46790541948042}",16,15,0.8423270102019751,0.9938997441463053,3.555245931338706,5,"['Basic', 'Advanced']","[""R148"", ""R276"", ""R260""]",0.44516414021656325,473
Uwase Odette,driver5c6ec1db@example.com,DL00474,183,6864.43,0.7182894805065464,0.7956071471390016,7.677081738319581,0.9978337976457974,"{""highway"": 72.8259495859372, ""city"": 32.714688929412034, ""residential"": 16.269460383554797}",20,14,0.6785182450353258,0.8909601418184028,4.284488303930844,1,['Basic'],"[""R039"", ""R238"", ""R001""]",0.37490031492390385,474
Rwigema Emmanuel,driver86a7ad53@example.com,DL00475,200,45496.17,0.6805160241123017,0.9721973829161792,13.999040587561533,0.964496341670689,"{""highway"": 64.45503910433081, ""city"": 30.31129978492916, ""residential"": 16.80591583017876}",9,20,0.8631329463323558,0.8303696730390072,3.904694959517904,2,"['Basic', 'Advanced']","[""R051"", ""R097"", ""R479""]",0.11415659216891978,475
Mugisha Odette,driver794fc742@example.com,DL00476,41,5388.63,0.9315539014037086,0.9883617525674382,4.190364958907507,0.9047099513832938,"{""highway"": 73.185772463681, ""city"": 20.34895478060768, ""residential"": 24.212536263849437}",31,31,0.9662662906653481,0.9029873549110474,4.362080784339076,2,"['Basic', 'Advanced']","[""R162"", ""R208"", ""R400""]",0.41771873485130095,476
Niyonsaba Odette,driver82bf4381@example.com,DL00477,158,33723.88,0.9136282987587863,0.8058394130755915,6.882021750492772,0.7433114797407583,"{""highway"": 55.37346148230473, ""city"": 26.956805002133784, ""residential"": 18.495701010262053}",48,20,0.9759069285961989,0.7838669317770042,3.0708614694526366,1,"['Basic', 'Advanced']","[""R085"", ""R329"", ""R232""]",0.20432452950579752,477
Kamanzi Jean,driver94f78497@example.com,DL00478,52,2985.00,0.6422675728018707,0.7981725322864105,5.349260822153713,0.7319682378735068,"{""highway"": 71.62369019203541, ""city"": 29.795664519214327, ""residential"": 20.398652252886592}",22,16,0.9266782905381624,0.7907544635212853,3.616566849062477,4,"['Basic', 'Advanced']","[""R005"", ""R473"", ""R201""]",0.19137813241370544,478
Umuhoza Odette,driver9391366f@example.com,DL00479,106,28542.13,0.7972935119853901,0.9533483416747044,19.144465756940743,0.8500920154625136,"{""highway"": 55.63547712342248, ""city"": 30.98717332616718, ""residential"": 21.05749485755886}",40,25,0.8578385752436639,0.7323569514197591,3.6610374927430103,5,['Basic'],"[""R015"", ""R241"", ""R146""]",0.14569928983367197,479
Munyaneza Anitha,driver2074292d@example.com,DL00480,152,19320.25,0.7116544455697678,0.8826584663940481,8.85890402470927,0.912768132981014,"{""highway"": 61.85256815875048, ""city"": 22.11972979342152, ""residential"": 24.80285535631985}",3,27,0.9936405481883046,0.9824516878593605,3.5225140305697438,5,"['Basic', 'Advanced']","[""R172"", ""R208"", ""R040""]",0.2542082948020199,480
Umuhoza Jacqueline,driverff1f5b92@example.com,DL00481,151,7646.68,0.5684285208631171,0.8593092752488826,8.864345566472638,0.7095232556311714,"{""highway"": 60.76970591572107, ""city"": 24.92410355352306, ""residential"": 24.801296881169513}",10,36,0.8445240266668489,0.9571880475550314,4.149707733723171,5,['Basic'],"[""R220"", ""R222"", ""R333""]",0.4710335552413316,481
Mugisha Thierry,driverf12a1912@example.com,DL00482,95,29758.22,0.7257654764741743,0.8501172810877606,16.01886993900149,0.9721785963897673,"{""highway"": 67.00744825597768, ""city"": 31.0908132949667, ""residential"": 18.93654217909566}",8,35,0.6744611851463439,0.755777656419269,4.549147148860998,5,['Basic'],"[""R238"", ""R469"", ""R136""]",0.16671158591628338,482
Munyaneza Eric,driverc659334c@example.com,DL00483,124,24677.25,0.515257001888724,0.8687611858391536,12.89430552954434,0.8807754250212956,"{""highway"": 66.03679539208423, ""city"": 26.7537662146627, ""residential"": 24.636422463555213}",6,8,0.8518383156544083,0.9102745628410126,4.356861441821901,5,"['Basic', 'Advanced']","[""R175"", ""R112"", ""R130""]",0.3284736406041481,483
Umuhoza Thierry,driver8e71cafe@example.com,DL00484,162,5395.82,0.9255653593825655,0.8960561435867711,17.167085652381505,0.7782098818769247,"{""highway"": 64.96463909256838, ""city"": 24.930234324483767, ""residential"": 17.236038897126278}",34,18,0.7689176307798776,0.9147618459183937,3.164909887712632,5,['Basic'],"[""R456"", ""R014"", ""R453""]",0.10459006676462504,484
Munyaneza John,driver2fcb48ec@example.com,DL00485,180,17214.00,0.6960006436181538,0.879605432745814,17.11265813202142,0.7368183590562095,"{""highway"": 60.229778592830804, ""city"": 27.136031984334956, ""residential"": 24.74470882891837}",49,26,0.6522904269190853,0.9986750353539393,3.8543755083272133,4,"['Basic', 'Advanced']","[""R467"", ""R068"", ""R314""]",0.25687202140725424,485
Mukamana Odette,driver50385670@example.com,DL00486,168,33334.41,0.7189925849931831,0.8715290803306713,0.7365148738980185,0.9660978659093397,"{""highway"": 73.5082784728045, ""city"": 22.422736795700835, ""residential"": 18.563013528942726}",5,13,0.7569200213263532,0.8160058125895876,3.88711286497477,4,"['Basic', 'Advanced']","[""R234"", ""R224"", ""R398""]",0.3940805109140856,486
Ndagijimana Claude,driver42653c7e@example.com,DL00487,135,12937.71,0.6500601642914693,0.745165540729789,13.462136659407896,0.7505468498097558,"{""highway"": 55.11301056422787, ""city"": 28.061793724495654, ""residential"": 22.911472231547805}",10,37,0.9785793915908273,0.7175485960389599,3.0923817628322023,1,"['Basic', 'Advanced']","[""R123"", ""R222"", ""R073""]",0.1419607009721897,487
Umuhoza Claude,driverd9a103c0@example.com,DL00488,188,20458.04,0.8580063311694002,0.8190972642355054,1.9128606852466066,0.9092290561276182,"{""highway"": 68.24466131425201, ""city"": 26.4312387943473, ""residential"": 20.74507166675236}",41,38,0.6591967948336822,0.7787722751295987,4.175722922656551,2,['Basic'],"[""R320"", ""R434"", ""R036""]",0.26090030402886055,488
Umuhoza Thierry,driverce36163a@example.com,DL00489,37,2825.26,0.8927581327930069,0.7862632988206836,13.822417643950716,0.799478898993697,"{""highway"": 55.11614189680139, ""city"": 32.06581392761779, ""residential"": 18.758610364607044}",12,7,0.9803229203436636,0.7968522170916972,4.348931482258202,2,"['Basic', 'Advanced']","[""R288"", ""R397"", ""R011""]",0.4714690878549297,489
Rwigema Anitha,driver9f98e85b@example.com,DL00490,74,48300.06,0.7624290999047356,0.8244659541513503,19.75608224459668,0.7939408362093635,"{""highway"": 64.7070272913872, ""city"": 23.137670968990545, ""residential"": 17.741222874350086}",48,16,0.6312149431059288,0.9141789806621257,4.077980151159085,1,['Basic'],"[""R193"", ""R254"", ""R244""]",0.25003790885750354,490
Munyaneza Alice,driver3f91a490@example.com,DL00491,134,40709.16,0.5368246888240435,0.7024517603034603,2.5063935345292654,0.9501004268011395,"{""highway"": 57.2232649569503, ""city"": 20.656932030780055, ""residential"": 23.349297431225928}",50,26,0.9539171963356418,0.8552144899630576,3.602161162892769,5,['Basic'],"[""R156"", ""R032"", ""R330""]",0.2099795066364823,491
Kamanzi Claude,driverdb432b28@example.com,DL00492,142,11638.75,0.5159237270730097,0.7849068549149223,2.274752473972183,0.8102300737635535,"{""highway"": 73.26818579862201, ""city"": 27.874572161724217, ""residential"": 23.44924199382238}",30,9,0.6646642871519993,0.8200023746928131,4.179808014010216,3,"['Basic', 'Advanced']","[""R056"", ""R129"", ""R336""]",0.48176897531709906,492
Niyonsaba Odette,driver34b2f672@example.com,DL00493,191,42577.72,0.530167826986037,0.7074009388729543,15.168921951862371,0.9242894925796923,"{""highway"": 56.51994692245428, ""city"": 28.600673395945797, ""residential"": 22.72378011892394}",13,37,0.6287240512058303,0.7791834323562078,4.040800091672242,1,['Basic'],"[""R077"", ""R299"", ""R199""]",0.25306977677353315,493
Uwase Jean,driver38b17176@example.com,DL00494,26,32718.58,0.5816246720704754,0.7140359901290376,15.981807455720803,0.8006667283649901,"{""highway"": 71.3609519445792, ""city"": 34.13415218316494, ""residential"": 20.246022040243318}",39,29,0.7055629854828217,0.7156936025769848,4.383103086946023,2,"['Basic', 'Advanced']","[""R463"", ""R272"", ""R175""]",0.262984809257892,494
Mukamana John,driver666cd7f5@example.com,DL00495,122,37160.64,0.8262918913602078,0.9697524820907721,18.1923257576944,0.7676811390404711,"{""highway"": 59.89030703754692, ""city"": 25.348983549403332, ""residential"": 21.233771625862552}",42,8,0.616180822750859,0.8431318180129341,3.742777205289193,4,['Basic'],"[""R070"", ""R339"", ""R187""]",0.43939895808665486,495
Uwase Eric,driver1a8f0bf3@example.com,DL00496,72,38779.87,0.6762101432008305,0.901324804491168,9.568593650530008,0.8667445295236671,"{""highway"": 68.36822531301593, ""city"": 33.288189367047096, ""residential"": 18.41542343235386}",48,10,0.9383475710032105,0.8538633443019464,3.019731158516964,5,['Basic'],"[""R138"", ""R001"", ""R193""]",0.1918642839766781,496
Kamanzi John,driver7794a6de@example.com,DL00497,180,25203.22,0.9725072697539104,0.9207136806832564,19.821005733325247,0.8714643475878575,"{""highway"": 65.16175542357574, ""city"": 33.016605451989406, ""residential"": 20.16424845057997}",21,40,0.96018059160298,0.8962607437118469,3.1187684241498372,2,['Basic'],"[""R135"", ""R240"", ""R421""]",0.47810951277143365,497
Kamanzi Odette,driver4e407c53@example.com,DL00498,156,34604.57,0.5625876786268853,0.7561698881375148,7.030486026306437,0.8185450286789017,"{""highway"": 69.56553390090815, ""city"": 23.64632021819246, ""residential"": 23.788727911050806}",13,39,0.9542944012857281,0.8957350211301459,3.999802663974994,3,['Basic'],"[""R008"", ""R371"", ""R222""]",0.2457855540461914,498
Uwase Alice,driver4d714c5b@example.com,DL00499,152,18716.83,0.9393088209434121,0.8995268920022299,11.406572105094185,0.9105209911126844,"{""highway"": 61.34823295916977, ""city"": 22.67774604198553, ""residential"": 16.770888152695647}",48,24,0.7296017641307976,0.9658378627930609,4.567323548481751,4,"['Basic', 'Advanced']","[""R190"", ""R133"", ""R371""]",0.29527249800745947,499
Kamanzi Alice,driver07324166@example.com,DL00500,74,38202.93,0.9030555518151719,0.8310831298965935,14.017281805755452,0.7533952003770726,"{""highway"": 68.93331358069345, ""city"": 31.467565248890644, ""residential"": 17.200696645368637}",48,18,0.7148212066514108,0.7462226894337265,4.87656491152649,1,['Basic'],"[""R050"", ""R139"", ""R485""]",0.48494044523898505,500
Umuhoza Jacqueline,driver68ec320e@example.com,DL00501,193,48481.68,0.5110014754536383,0.882866785191573,19.455280356379106,0.7339313962589161,"{""highway"": 69.84973204339332, ""city"": 34.66520899432923, ""residential"": 18.625238768377717}",47,35,0.8198169222018468,0.8396784468781586,3.9486155831996657,3,"['Basic', 'Advanced']","[""R249"", ""R239"", ""R079""]",0.18336888875682297,501
Niyonsaba Odette,driverc13c1f0c@example.com,DL00502,171,12512.82,0.7623865760603559,0.7736081585416573,5.071265019247079,0.87640086173671,"{""highway"": 60.79565256136786, ""city"": 22.04760989412736, ""residential"": 22.89204785861787}",20,20,0.9497183428048697,0.9897900192785949,3.2074447877168786,1,['Basic'],"[""R120"", ""R047"", ""R108""]",0.4294810409895041,502
Uwase Eric,driver340090aa@example.com,DL00503,194,17120.02,0.761755300115877,0.8608945894600626,15.072350561126395,0.9629961513779866,"{""highway"": 63.824270089084614, ""city"": 21.495094215814632, ""residential"": 22.8197994680949}",23,24,0.9691836347962633,0.8125493955661476,3.4271808196796867,5,"['Basic', 'Advanced']","[""R336"", ""R265"", ""R403""]",0.4669759218212701,503
Rwigema Jacqueline,driver9aa1ebcb@example.com,DL00504,157,45212.16,0.6989159426584199,0.8279514226428499,19.643481954774245,0.7009567958006038,"{""highway"": 66.47658898209464, ""city"": 34.1916794572917, ""residential"": 24.503973494216602}",41,12,0.7384225229601517,0.9106721052008119,4.281968788245676,4,"['Basic', 'Advanced']","[""R189"", ""R129"", ""R446""]",0.12938399247944396,504
Mukamana Thierry,driver2fc2c8f7@example.com,DL00505,40,10146.60,0.5946222332968607,0.9686084075169428,14.629675763124128,0.9514678619392318,"{""highway"": 68.70488686851277, ""city"": 33.48829829252304, ""residential"": 19.90203496041806}",47,4,0.7641720621109599,0.7659512165619268,3.1773900027012454,1,['Basic'],"[""R351"", ""R444"", ""R127""]",0.48717785737187724,505
Umuhoza John,driver8853a4ac@example.com,DL00506,18,23349.54,0.5302549264408571,0.8151193795021363,16.978148847042753,0.710196466569123,"{""highway"": 57.29292630842251, ""city"": 24.375548611847158, ""residential"": 19.16235143219913}",0,29,0.9137552854297046,0.9480146559229539,3.160404269881851,3,['Basic'],"[""R414"", ""R231"", ""R082""]",0.2924572686620844,506
Iyamuremye John,driverc7110e3e@example.com,DL00507,78,11563.43,0.6482333204585984,0.8969784845607784,3.219083247657725,0.7804351102725273,"{""highway"": 56.1216523709449, ""city"": 27.26184176691883, ""residential"": 18.727873353131265}",46,25,0.7692324448953762,0.9520982834507397,4.936968747640072,5,"['Basic', 'Advanced']","[""R294"", ""R056"", ""R226""]",0.16999129927204817,507
Niyonsaba John,driver6fcdb6d7@example.com,DL00508,189,11622.23,0.7436304662235576,0.8878352847944102,0.8326779785884993,0.8912554494746358,"{""highway"": 64.88531627523834, ""city"": 33.094150233609426, ""residential"": 19.28934040801301}",33,10,0.9168451811535328,0.899664388891656,4.543694996893553,3,['Basic'],"[""R472"", ""R474"", ""R045""]",0.3037593144336633,508
Niyonsaba Jean,driver5e80b6fd@example.com,DL00509,138,25110.45,0.6458720523801456,0.7552675251781994,12.998973160627052,0.7450811376098883,"{""highway"": 71.9303807685117, ""city"": 32.516237956251246, ""residential"": 21.693487726687124}",37,37,0.9672374493277174,0.9593462521931496,3.618312721669394,5,"['Basic', 'Advanced']","[""R495"", ""R131"", ""R138""]",0.41061370224109484,509
Mugisha John,driverb82e0f59@example.com,DL00510,47,19393.18,0.9020522893094343,0.7998956876107428,16.521743556869282,0.9468276381138476,"{""highway"": 73.98971804212174, ""city"": 34.57114961376749, ""residential"": 17.552842295870384}",38,35,0.7889889576717611,0.785087825924301,3.984998960011753,2,['Basic'],"[""R219"", ""R303"", ""R174""]",0.4833810953324108,510
Rwigema Anitha,driver2b20acbd@example.com,DL00511,127,41835.59,0.5791948737465027,0.8330988827721948,8.20377773965308,0.9260832703024524,"{""highway"": 72.93198684266473, ""city"": 34.186637691938415, ""residential"": 16.11430997259171}",34,9,0.6660931250800746,0.7693893111594204,4.421343948230129,3,"['Basic', 'Advanced']","[""R247"", ""R486"", ""R278""]",0.29761679395835916,511
Uwase Alice,driver4cc455b7@example.com,DL00512,44,13865.36,0.913362699216816,0.7635946706292622,1.8472639761559138,0.9459800232223011,"{""highway"": 72.99503853844102, ""city"": 31.93145010357447, ""residential"": 22.346155064116648}",46,20,0.9505977836943856,0.7374323723647289,3.0665063834990063,2,['Basic'],"[""R018"", ""R364"", ""R185""]",0.4234099304795764,512
Munyaneza Jean,driver8a5c56c3@example.com,DL00513,75,36343.72,0.5409412085096308,0.7145321497579794,10.54336765475929,0.8272555136976578,"{""highway"": 72.32254047598983, ""city"": 24.99468455325672, ""residential"": 23.509276881308793}",0,39,0.9791550742285487,0.8255509033846592,4.1412934799500745,4,"['Basic', 'Advanced']","[""R349"", ""R047"", ""R280""]",0.17281228623963368,513
Kamanzi Odette,driverf399590b@example.com,DL00514,91,24332.59,0.7272299214106226,0.7428066190678185,17.032499860390782,0.7777196037658316,"{""highway"": 69.18341496685284, ""city"": 22.904007261039492, ""residential"": 19.385334248545032}",30,39,0.8163055766628166,0.7085204871146118,3.066930992895717,5,"['Basic', 'Advanced']","[""R013"", ""R374"", ""R278""]",0.49144400688346346,514
Umuhoza Anitha,driver96e7f236@example.com,DL00515,110,41948.91,0.5454740744396753,0.7318361238988235,6.029432890395653,0.8740842554901935,"{""highway"": 66.6056095771866, ""city"": 22.355014197845573, ""residential"": 22.08710691450271}",33,20,0.7853092662029864,0.898141478017255,3.7300164280527524,2,"['Basic', 'Advanced']","[""R450"", ""R043"", ""R087""]",0.2613482935935293,515
Munyaneza Anitha,driver58d76fb5@example.com,DL00516,95,33923.37,0.6863377534683874,0.8190169282893838,16.110691379514584,0.7430608429635448,"{""highway"": 59.91077542674379, ""city"": 33.63806848588926, ""residential"": 16.81964933841332}",6,35,0.9547020272283396,0.7702811200715355,4.812881500992728,4,['Basic'],"[""R206"", ""R331"", ""R155""]",0.21445906105100634,516
Mugisha Anitha,driver3a665c84@example.com,DL00517,32,3596.88,0.9655227712661503,0.8342029730062562,4.326324860351055,0.8312700419906109,"{""highway"": 70.17081504176748, ""city"": 27.420110519336383, ""residential"": 24.675507896965005}",6,31,0.7829555722000637,0.9803060071106318,4.932436724346334,1,['Basic'],"[""R115"", ""R497"", ""R467""]",0.4426442229688847,517
Mugisha John,driver28724f56@example.com,DL00518,196,22722.91,0.9801332294272485,0.9188152687439689,9.127724195532068,0.7712523198493303,"{""highway"": 70.29861603020802, ""city"": 27.872944041468017, ""residential"": 17.704955051111668}",31,16,0.9700736523004618,0.7088319571668006,3.3232155595850834,3,['Basic'],"[""R358"", ""R458"", ""R178""]",0.3696177148612242,518
Iyamuremye Claude,driver22282b87@example.com,DL00519,122,23538.61,0.645501110612298,0.729503105468436,11.806051198111636,0.7317652749752144,"{""highway"": 60.92833591056532, ""city"": 25.060259467648763, ""residential"": 15.884537019696488}",11,17,0.7290050654798403,0.9451889608081177,4.989327348887042,5,['Basic'],"[""R390"", ""R493"", ""R445""]",0.2481309055050127,519
Niyonsaba Odette,driverd2cc4281@example.com,DL00520,165,32516.85,0.727737934786157,0.7813540938726292,0.9717377783596968,0.7165439794448368,"{""highway"": 70.11233114667093, ""city"": 32.30207952361193, ""residential"": 19.644214378454944}",39,19,0.600702697987615,0.9633043326566537,4.867336219003094,5,"['Basic', 'Advanced']","[""R283"", ""R045"", ""R155""]",0.4502028530112615,520
Umuhoza Eric,drivere3c9fad9@example.com,DL00521,146,11363.22,0.8373275092660311,0.94236182729564,7.547207159291335,0.8826617227089082,"{""highway"": 71.67014377948263, ""city"": 30.364039978654162, ""residential"": 23.927393202983886}",24,31,0.8365107617351906,0.8962818546608917,3.9189378396647667,5,['Basic'],"[""R001"", ""R203"", ""R021""]",0.39596535113880493,521
Mukamana Jean,driverefbfb90c@example.com,DL00522,188,29391.93,0.6403205812671844,0.9986205193033482,4.231150750465635,0.8326438592051817,"{""highway"": 62.20837778490484, ""city"": 27.932712387586967, ""residential"": 20.964679276098266}",17,29,0.8478691854997112,0.8351093512567872,4.661712000837855,3,['Basic'],"[""R352"", ""R455"", ""R055""]",0.40099347809486263,522
Ndagijimana Eric,driver5aa3913a@example.com,DL00523,31,4067.07,0.98543100061314,0.9504159346576893,6.738222348308724,0.767986372590185,"{""highway"": 66.67131961855827, ""city"": 32.64626255984107, ""residential"": 16.19376772594733}",50,7,0.7656076272668761,0.9872569041752268,3.7155429845840198,4,['Basic'],"[""R465"", ""R403"", ""R126""]",0.30653098630439374,523
Munyaneza Thierry,driver14854fc5@example.com,DL00524,32,38985.69,0.5514403587712731,0.8898605782944268,15.613856819917793,0.7761135187849033,"{""highway"": 69.93784159690995, ""city"": 24.22291708888628, ""residential"": 24.210993848302472}",14,34,0.708796005333199,0.9067786913055489,4.67708372605002,3,"['Basic', 'Advanced']","[""R380"", ""R137"", ""R037""]",0.48327433257703134,524
Mugisha Emmanuel,driver5f8c0e71@example.com,DL00525,123,37201.98,0.642458886550383,0.8096026630885511,5.8775992609391485,0.9537860169486913,"{""highway"": 61.781371111698114, ""city"": 34.143147944170465, ""residential"": 15.88910591589843}",31,12,0.8123567990498027,0.9199386722625902,4.792011337716602,5,['Basic'],"[""R353"", ""R104"", ""R154""]",0.4520306606960022,525
Umuhoza Emmanuel,driver283f1aba@example.com,DL00526,90,46498.73,0.6044444347920844,0.949360085015025,2.9090566772918107,0.9566916334964433,"{""highway"": 66.01782152750965, ""city"": 23.055496054722724, ""residential"": 24.946980661279525}",1,25,0.7099697593132,0.7550505791129505,3.353696871026181,4,"['Basic', 'Advanced']","[""R259"", ""R018"", ""R312""]",0.35112581961886813,526
Umuhoza Jacqueline,drivere2e217dd@example.com,DL00527,51,37058.36,0.9818983721098462,0.9751221550359985,19.707801671100142,0.8662256199874371,"{""highway"": 68.61416033880101, ""city"": 27.273954988702926, ""residential"": 21.163479770189184}",48,24,0.8704327174926043,0.9758162489818589,4.751545591613022,3,"['Basic', 'Advanced']","[""R021"", ""R196"", ""R479""]",0.1296839038261547,527
Niyonsaba Jacqueline,driver7773e65d@example.com,DL00528,122,17152.38,0.991316050982433,0.9761634429246312,14.87480914831044,0.8347452924339888,"{""highway"": 72.54590919890855, ""city"": 31.671582039439272, ""residential"": 19.459149908740958}",39,26,0.7340967301314802,0.9493585215973003,4.808268658185012,4,['Basic'],"[""R087"", ""R240"", ""R300""]",0.24089483336445225,528
Mukamana John,driverc67a396e@example.com,DL00529,138,23281.52,0.5455780689766638,0.9656703477296169,12.706432475528576,0.9771473329337004,"{""highway"": 70.98196758134085, ""city"": 28.889482866980423, ""residential"": 22.299303457738606}",43,6,0.7252723367468532,0.9024271046684865,4.110526758714153,2,['Basic'],"[""R150"", ""R182"", ""R282""]",0.12895498520276552,529
Rwigema Eric,driverd7e782b9@example.com,DL00530,45,37127.35,0.6027472737477189,0.9218526540658545,4.682763779403298,0.8826618100363486,"{""highway"": 55.257409565709324, ""city"": 25.50226578622297, ""residential"": 23.2777968777188}",35,34,0.7182871820292367,0.82576715182581,3.8261515314226164,5,"['Basic', 'Advanced']","[""R149"", ""R106"", ""R352""]",0.3080104103772465,530
Rwigema Alice,driver64144832@example.com,DL00531,92,31622.71,0.5096426851450191,0.9130540988174409,11.80093093884759,0.8024794479861361,"{""highway"": 67.26184904041283, ""city"": 26.507520116901446, ""residential"": 19.0931770807729}",0,3,0.979655801078876,0.9302070557794437,4.557682098402808,1,"['Basic', 'Advanced']","[""R231"", ""R289"", ""R050""]",0.11814012039104167,531
Kamanzi Odette,driver03f2a519@example.com,DL00532,96,48319.08,0.6740393858804381,0.7819316326331539,4.569376865909893,0.8602726105755564,"{""highway"": 64.34816637065357, ""city"": 24.73905094867127, ""residential"": 18.321628344858972}",9,40,0.7885372341619272,0.7418078462255671,3.091938576200188,2,['Basic'],"[""R491"", ""R176"", ""R032""]",0.24504561659703114,532
Umuhoza Claude,driver562c043b@example.com,DL00533,164,12299.44,0.9962355094536064,0.8723771168847898,10.810455126423577,0.8468558241099395,"{""highway"": 67.15126675989083, ""city"": 32.24145423640058, ""residential"": 17.828943897513582}",2,35,0.6871384135077305,0.8776384929935992,4.623496172563072,3,['Basic'],"[""R463"", ""R253"", ""R295""]",0.29492440449001667,533
Umuhoza Eric,drivere7d32b8d@example.com,DL00534,63,27558.09,0.9247465615378624,0.8744051605951089,10.396568868036907,0.7607339608210086,"{""highway"": 60.68017494685061, ""city"": 22.263942141027126, ""residential"": 24.55206506850447}",16,22,0.8171233604395259,0.9278137805800428,3.8862372371696203,2,['Basic'],"[""R254"", ""R248"", ""R387""]",0.3750067906531539,534
Umuhoza Emmanuel,driver01509a0b@example.com,DL00535,60,11700.06,0.5685442338783109,0.7492794540378128,10.376698596719262,0.9632955758325263,"{""highway"": 66.03467144683422, ""city"": 31.64455288478039, ""residential"": 18.1320707248137}",33,35,0.6331576757960827,0.950875160427396,4.0215844286996,5,['Basic'],"[""R096"", ""R252"", ""R231""]",0.2722291562074205,535
Mugisha Odette,driver9b079202@example.com,DL00536,104,32956.73,0.7915541697919954,0.9133078854209794,16.877842182544402,0.7957830643205211,"{""highway"": 71.0143424265834, ""city"": 24.838517841596513, ""residential"": 23.673090981726105}",47,7,0.7587172078432325,0.7281395103058594,3.512449410280114,3,"['Basic', 'Advanced']","[""R043"", ""R179"", ""R351""]",0.22219680741495687,536
Rwigema Jean,driverb33681f5@example.com,DL00537,62,33158.67,0.9914090297045197,0.9526869928543754,2.654963960580082,0.974357531880355,"{""highway"": 56.8365869177169, ""city"": 33.88068943195968, ""residential"": 23.972368574663314}",25,11,0.8325990520014017,0.8465189431864139,3.773535039210029,4,"['Basic', 'Advanced']","[""R441"", ""R417"", ""R274""]",0.3120042328131141,537
